typecode,engines,body_class,model_name
GFLY,1,ga,SCALED 311 Global Flyer
GL5T,2,narrowbody,BOMBARDIER Global 5000
GL7T,2,narrowbody,BOMBARDIER Global 7000
GLAD,1,ga,GLOSTER Gladiator
GLAS,1,ga,STODDARD-HAMILTON Glasair
GLEX,2,narrowbody,BOMBARDIER Global Express
GLF2,2,narrowbody,GRUMMAN Gulfstream 2
GLF3,2,narrowbody,GULFSTREAM AEROSPACE Gulfstream 3
GLF4,2,narrowbody,GULFSTREAM AEROSPACE Gulfstream 4
GLF5,2,narrowbody,GULFSTREAM AEROSPACE Gulfstream 5
GLF6,2,narrowbody,GULFSTREAM AEROSPACE Gulfstream G650
GLSP,1,ga,NEW GLASTAR Sportsman 2+2
GLST,1,ga,STODDARD-HAMILTON SH-4 GlaStar
GM01,1,ga,YALO GM-01 Gniady
GM17,1,ga,INTRACOM GM-17  Viper
GMGC,1,ga,IBIS (2) Grand Magic
GNAT,1,ga,FOLLAND Fo-144 Gnat
GOBU,1,heli,BUTTERFLY Golden Butterfly
GOLF,1,ga,TECNAM P-96 Golf
GOOS,1,ga,QUIKKIT Glass Goose
GOTR,1,ga,GOAIR GT-1 Trainer
GP1,1,ga,JIHLAVAN Skyleader GP One
GP3,1,ga,PEREIRA GP-3 Osprey 2
GP4,1,ga,PEREIRA GP-4
GPRO,1,ga,GENEVATION GenPro
GR51,1,ga,CAMERON P-51G Grand 51
GRAF,1,ga,LUNDY Graflite
GRFN,1,ga,GRIFFON AERO Griffon
GRIF,1,ga,CANADA AIR RV Griffin
GRIZ,1,ga,AEROTEK (3) Turbo Grizzly
GSIS,1,ga,SLIPSTREAM Ultra Sport
GSPN,2,narrowbody,GROB G-180 SPn Utility Jet
GUEP,1,ga,AERO SERVICES Guepard
GURI,1,ga,AEROMOT AMT-600 Guri
GX,1,ga,STEMME Remos GX
GY10,1,ga,GARDAN GY-100 Bagheera
GY20,1,ga,CAB GY-20 Minicab
GY30,1,ga,CAB GY-30 Supercab
GY80,1,ga,SOCATA GY-80 Horizon
H111,2,regional,HEINKEL He-111
H12T,1,heli,HILLER UH-12E3T
H140,2,heli,AIRBUS HELICOPTERS H-140
H160,2,heli,AIRBUS HELICOPTERS H-160
H2,2,heli,KAMAN SH-2 Seasprite
H202,1,ga,HB-AIRCRAFT HB-202 Fledger
H204,1,ga,HB-FLUGTECHNIK HB-204 Tornado
H207,1,ga,HB-FLUGTECHNIK HB-207 Alfa
H21,1,heli,VERTOL CH-21 Work horse
H25A,2,narrowbody,HAWKER SIDDELEY HS-125-1
H25B,2,narrowbody,RAYTHEON Hawker 850
H25C,2,narrowbody,RAYTHEON Hawker 1000
H269,1,heli,HUGHES 269 Sky Knight
H40,1,ga,HOFFMANN H-40
H43A,1,heli,KAMAN H-43A
H43B,1,heli,KAMAN H-43B Huskie
H46,2,heli,BOEING VERTOL CH-46 Sea Knight
H47,2,heli,BOEING VERTOL CH-47 Chinook
H500,1,heli,HUGHES 500
H53,2,heli,SIKORSKY CH-53D Sea Stallion
H53S,3,heli,SIKORSKY CH-53E Super Stallion
H60,2,heli,SIKORSKY MH-60 Black Hawk
H64,2,heli,MCDONNELL DOUGLAS AH-64 Apache
HA2,1,heli,HOLLMANN HA-2 Sportster
HA31,1,ga,HINDUSTAN HA-31 Basant
HA4T,2,narrowbody,RAYTHEON Hawker 4000
HAHU,1,ga,SINDLINGER HH-1 Hawker Hurricane
HAR,1,ga,MCDONNELL DOUGLAS AV-8 Harrier
HAW3,1,heli,GROEN H2X Hawk 3
HAWK,1,ga,BAE SYSTEMS Hawk
HB21,1,ga,BRDITSCHKA HB-21 Hobbylifter
HB23,1,ga,BRDITSCHKA HB-23 Hobbyliner
HB3,1,ga,BRDITSCHKA HB-3
HCAT,1,ga,GRUMMAN F6F Hellcat
HD34,2,regional,HUREL-DUBOIS HD-34
HDJT,2,narrowbody,HONDA HA-420 HondaJet
HEAD,1,ga,STEWART (2) JD-1 Headwind
HERN,4,quad,DE HAVILLAND DH-114 Heron
HF20,2,narrowbody,HFB HFB-320 Hansa
HI27,1,ga,HIRTH Hi-27 Acrostar
HIGH,1,ga,JUST Highlander
HIND,1,ga,HAWKER Hind
HL2,1,ga,LAMBACH HL-2 Replica
HLD4,1,ga,HALBERSTADT D-4 Replica
HM38,1,ga,FALCONAR HM-380 Ladybug
HN70,1,ga,NICOLLIER HN-700 Menestrel 2
HORN,1,ga,WALLERKOWSKI Hornisse
HORZ,1,ga,FISHER AERO Horizon
HPTR,1,ga,IDEA Hydropteron
HPZL,1,ga,HISTORICAL AIRCRAFT PZL P-11C
HR10,1,ga,ROBIN HR-100 President
HR20,1,ga,ROBIN HR-200 Acrobin
HRM9,1,ga,ELBIT Hermes 900
HRNT,1,ga,AAK Hornet
HROC,1,ga,HARMON (2) Rocket
HRON,1,ga,IAI Heron
HRYA,1,ga,HISTORICAL AIRCRAFT Ryan Trainer
HSMT,1,heli,ROTORSMART HeliSmart
HT16,1,ga,HINDUSTAN HJT-16 Kiran
HT2,1,ga,HINDUSTAN HT-2
HT32,1,ga,HINDUSTAN HPT-32 Deepak
HT34,1,ga,HINDUSTAN HTT-34
HT36,1,ga,HINDUSTAN HJT-36 Sitara
HT40,1,ga,HINDUSTAN HTT-40
HU1,1,ga,SHENYANG SAILPLANE HU-1 Seagull
HU2,1,ga,SHENYANG SAILPLANE HU-2 Petrel
HUCO,1,heli,BELL AH-1S HueyCobra
HUML,1,ga,HUMMEL Hummel Bird
HUMM,1,ga,AEROTEK (2) Hummingbird
HUNT,1,ga,HAWKER Hunter
HURI,1,ga,HAWKER Hurricane
HURK,1,ga,TAI TT-32 Hürku?
HUSK,1,ga,AVIAT A-1 Husky
HW4P,1,heli,GROEN Hawk 4
HW4T,1,heli,GROEN Jet Hawk 4T
HX2,1,heli,HELOWERKS HX-2 Wasp
HYPR,1,ga,P&M AVIATION HypR
I103,1,ga,ILYUSHIN Il-103
I114,2,regional,ILYUSHIN Il-114
I115,1,ga,AISA I-115
I11B,1,ga,AISA I-11B Peque
I153,1,ga,POLIKARPOV I-153
I15B,1,ga,POLIKARPOV I-15bis
I16,1,ga,POLIKARPOV I-16
I22,1,ga,PZL-MIELEC I-22 Iryda
I23,1,ga,PZL-SWIDNIK I-23 Manager
I3,1,ga,INTERAVIA I-3
I66,1,ga,IANNOTTA I-66 San Francisco
IA46,1,ga,DINFIA IA-46 Ranquel
IA50,2,regional,DINFIA IA-50 Guarani 2
IA51,1,ga,DINFIA IA-51 Tehuelche
IA58,2,regional,FMA IA-58 Pucará
IA63,1,ga,FMA IA-63 Pampa
IFUR,1,ga,ISAACS Fury
IL14,2,regional,ILYUSHIN Il-14
IL18,4,quad,ILYUSHIN Il-18 Bizon
IL28,2,narrowbody,ILYUSHIN Il-28
IL38,4,quad,ILYUSHIN Il-38
IL62,4,quad,ILYUSHIN Il-62
IL76,4,quad,ILYUSHIN Il-76
IL86,4,quad,ILYUSHIN Il-86
IL96,4,quad,ILYUSHIN Il-96
IMPU,1,ga,IMPULSE Impulse
INCQ,1,ga,INPAER Conquest
INEC,1,ga,INPAER Excel
INEX,1,ga,INPAER Explorer
ION,1,ga,ION Ion
IP06,1,ga,IPE IPE-06 Curucaca
IP10,1,ga,IPE IPE-010
IP26,1,ga,IPAI IPAI-26 Tuca
IP6A,1,ga,IPE IPE-06A
IPAN,1,ga,EMBRAER EMB-202 Ipanema
IR21,1,ga,ICA IAR-821
IR22,1,ga,ICA IAR-822
IR23,1,ga,ICA IAR-823
IR24,1,ga,ICA IAR-824
IR25,1,ga,ICA IAR-825TP Triumf
IR27,1,ga,ICA IAR-827 Dacic
IR28,1,ga,ICA IAR-28MA
IR31,1,ga,ICA IAR-831 Pelican
IR46,1,ga,IAR IAR-46 Katty
IR99,1,ga,AVIOANE IAR-99 Soim
IS2,1,heli,INSTYTUT LOTNICTWA IS-2
IS28,1,ga,IAR IS-28M2
ISAT,1,ga,AEROJAMES 01 Isatis
ISPT,1,ga,ISAACS Spitfire
J1,1,ga,AUSTER J-1 Aiglet
J10,1,ga,CHENGDU J-10
J177,1,ga,AERODYNOS JA-177 Evolution
J2,1,ga,PIPER J-2 Cub
J20,2,narrowbody,CHENGDU J-20
J3,1,ga,PIPER J-3 Cub
J300,1,ga,SAUPER J-300 Joker
J328,2,narrowbody,FAIRCHILD DORNIER 328JET
J4,1,ga,PIPER J-4 Cub Coupe
J400,1,ga,JIHLAVAN JA-400 Skyleader 400
J40E,1,ga,ZALL JIHLAVAN JA-400 Skyleader 400 Electric
J5,1,ga,PIPER J-5 Cub Cruiser
J600,1,ga,JIHLAVAN JA-600 Skyleader 600
J8A,2,narrowbody,SHENYANG J-8A
J8B,2,narrowbody,SHENYANG J-8B
JAB2,1,ga,JABIRU Jabiru J160
JAB4,1,ga,JABIRU Jabiru J400
JABI,1,ga,JABIRU Jabiru J120
JACE,1,ga,ACRO SPORT Junior Ace
JAG2,1,heli,JAG HELICOPTER JAG
JAGR,2,narrowbody,SEPECAT Jaguar
JAJ5,1,ga,JANOWSKI J-5 Marco
JAJ6,1,ga,J & AS J-6 Fregata
JANU,1,ga,SCHEMPP-HIRTH Janus BM
JARO,1,ga,JACKAROO Thruxton Jackaroo
JAST,1,ga,SOKO J-21 Jastreb
JB1,1,ga,INDEPENDENT X-JB-1 SeaDragon
JB15,1,ga,OBERLERCHNER JOB-15
JC01,1,ga,COUPE JC-01
JC02,1,ga,COUPE JC-02
JCOM,2,narrowbody,AERO COMMANDER 1121 Jet Commander
JCRU,1,ga,AASI Jetcruzer
JD2,1,ga,DYKE JD-2 Delta
JDOE,1,ga,AMERICAN HOMEBUILTS John Doe
JE2,1,heli,EICH JE-2 Gyroplane
JFOX,1,ga,EUROALA Jet Fox
JH7,2,narrowbody,XIAN JH-7
JK05,1,ga,EKOLOT JK-05 Beetle
JL9,1,ga,GUIZHOU JL-9 Shanying
JN76,1,ga,CAUDRON JN-760 Cyclone Replica
JPM1,1,ga,MARIE JPM-01 Medoc
JPRO,1,ga,BAC 145 Jet Provost
JRC1,1,ga,CHALARD JRC-01 Julcar
JRO,1,heli,DTA J-RO
JS1,2,regional,JETSTREAM Jetstream 1
JS20,2,regional,JETSTREAM Jetstream 200
JS3,2,regional,CENTURY Jetstream 3
JS31,2,regional,BRITISH AEROSPACE Jetstream 31
JS32,2,regional,BRITISH AEROSPACE Jetstream Super 31
JS3E,1,ga,JONKER JS-3 Rapture (jet)
JS3J,1,ga,JONKER JS-3 Rapture (electric)
JS41,2,regional,BRITISH AEROSPACE Jetstream 41
JSQA,1,ga,PROMAVIA F-1300 Jet Squalus
JSX,1,ga,SONEX JSX SubSonex
JT2,1,ga,TAYLOR (4) JT-2 Titch
JU52,3,widebody,JUNKERS Ju-52/3m
JUNR,1,ga,BOLKOW BO-208 Junior
JUPI,1,ga,LAMMER GEYER Jupiter
K100,1,ga,DAHER Kodiak 100
K126,1,heli,KAMOV Ka-126
K209,1,heli,FAMA K-209 KISS
K226,2,heli,KAMOV Ka-226 Sergei
K250,1,ga,KESTREL (1) K-250
K35E,4,quad,BOEING KC-135E Stratotanker
K35R,4,quad,BOEING KC-135R Stratotanker
K50,1,ga,KOREA AEROSPACE A-50 Golden Eagle
K51,1,ga,KOVACS K-51 Peregrino
K8,1,ga,HONGDU K-8 Karakorum
KA25,2,heli,KAMOV Ka-25
KA26,2,heli,KAMOV Ka-26
KA27,2,heli,KAMOV Ka-27
KA50,2,heli,KAMOV Ka-50 Werewolf
KA52,2,heli,KAMOV Ka-52 Alligator
KA62,2,heli,KAMOV Ka-60 Kasatka
KAFI,1,ga,KARI Firefly
KAK1,1,ga,KIEGER AK-1
KAK3,1,ga,KIEGER AK-3
KAT3,1,ga,KHRUNICHEV AT-3
KATB,2,regional,KARI Twinbee
KATR,1,ga,AEROSAMARA Katran
KC2,2,narrowbody,KAWASAKI C-2
KE3,4,quad,BOEING KE-3
KELA,1,ga,KELEHER Lark
KELD,1,ga,KELLY D
KERO,1,ga,REARWIN 2000 Ken-Royce
KEST,1,ga,FARNBOROUGH F-1 Kestrel
KFAB,1,ga,KITPLANES FOR AFRICA Bushbaby
KFAS,1,ga,KITPLANES FOR AFRICA Safari
KFIR,1,ga,IAI Kfir
KFIS,1,ga,ANDERSON EA-1 Kingfisher
KH4,1,heli,KAWASAKI KH-4
KIS2,1,ga,TRI-R KIS TR-1
KIS4,1,ga,TRI-R KIS TR-4 Cruiser
KITH,1,ga,BOURDON Kitty Hawk
KITI,1,ga,MITCHELL-PROCTER Kittiwake
KIWI,1,ga,VALENTIN Kiwi
KK60,1,ga,KARI-KEEN 60 Coupe
KL07,1,ga,KLEMM Kl-107
KL10,1,ga,FLIGHT DESIGN-VESSEL KLA-100
KL25,1,ga,KLEMM L-25
KL35,1,ga,KLEMM Kl-35
KLBR,1,ga,KOLB King Colbra
KM2,1,ga,FUJI KM-2
KMAX,1,heli,KAMAN K-1200 K-Max
KNTW,1,ga,PAYNE Knight Twister
KOLL,1,ga,KOLB Laser
KP2,1,ga,JIHLAVAN KP-2 Rapid 200
KP5,1,ga,JIHLAVAN KP-5 Rapid 500
KR1,1,ga,RAND KR-1
KR2,1,ga,RAND KR-2
KR21,1,ga,FAIRCHILD (1) KR-21
KR30,1,ga,EKOLOT KR-030 Topaz
KR31,1,ga,KREIDER-REISNER C-2 Challenger
KR34,1,ga,KREIDER-REISNER C-4 Challenger
KRAG,1,ga,SOKO P-2 Kraguj
KRAH,1,ga,ROCK Krähe
KRIC,1,ga,FLSZ DK-1 Der Kricket
KSTK,2,regional,PHOENIX-AVIACOR M-12 Kasatik
KT1,1,ga,DAEWOO KT-1 Woong-Bee
KTOO,1,ga,ANGLIN J-6 Karatoo
KZ2,1,ga,SAI (1) KZ-2 Kupe
KZ3,1,ga,SAI (1) KZ-3
KZ4,2,regional,SAI (1) KZ-4
KZ7,1,ga,SAI (1) KZ-7 Laerke
KZ8,1,ga,SAI (1) KZ-8
L10,2,regional,LOCKHEED L-10 Electra
L101,3,widebody,LOCKHEED L-1011 TriStar
L11,1,ga,LUSCOMBE 11A Sedan
L11E,1,ga,LUSCOMBE 11E Spartan 185
L12,2,regional,LOCKHEED L-12 Electra Junior
L13,1,ga,LONGREN L-13 Centaur
L13M,1,ga,LET L-13 Blanik (single-engine conversions)
L13S,1,ga,AEROTECHNIK L-13S Vivat
L14,2,regional,LOCKHEED L-14 Hudson
L15,2,narrowbody,HONGDU L-15 Lieying
L159,1,ga,AERO (2) L-159  Albatros 2
L18,2,regional,LOCKHEED L-18 Lodestar
L181,1,ga,ASSOCIATED AIR Liberty 181
L188,4,quad,LOCKHEED L-188 Electra
L200,2,regional,LET L-200 Morava
L29,1,ga,AERO (2) L-29 Delfin
L29A,4,quad,LOCKHEED L-1329 Jetstar 6
L29B,4,quad,LOCKHEED L-1329 Jetstar 2
L37,2,regional,LOCKHEED Ventura
L380,1,ga,LEDERLIN 380 Ladybug
L39,1,ga,AERO (2) L-39 Albatros
L4,2,regional,CHAIKA L-4
L40,1,ga,ORLICAN L-40 Meta Sokol
L410,2,regional,LET L-410 Turbolet
L5,1,ga,STINSON L-5 Sentinel
L59,1,ga,AERO (2) L-59
L6,2,regional,AEROVOLGA L-6
L60,1,ga,AERO (2) L-60 Brigadyr
L610,2,regional,LET L-610
L70,1,ga,VALMET L-70 Vinka
L8,1,ga,LUSCOMBE 8
L90,1,ga,AERMACCHI M-290TP Redigo
LA25,1,ga,LAKE LA-250 Renegade
LA4,1,ga,LAKE LA-4 Buccaneer
LA60,1,ga,AERMACCHI AL-60
LA6T,1,ga,AERMACCHI AL-60 Turbine Grizzly
LA8,2,regional,AEROVOLGA LA-8 Flagman
LACO,1,ga,LAVEN LACO-125
LAE1,1,ga,LANGE E-1 Antares 20E
LAKR,1,ga,LASER Akro Z
LAKX,1,ga,AEROPLASTIKA LAK-X
LAMA,1,heli,AEROSPATIALE SA-315 Lama
LANC,4,quad,AVRO Lancaster
LAR1,1,ga,FLARIS LAR-1
LARK,1,ga,NORTH AMERICAN ROCKWELL 100 Lark Commander
LAST,1,ga,UTVA N-63 Lasta
LBUG,1,ga,REFLEX Lightning Bug
LCA,1,ga,ADA LCA Tejas
LCB,1,ga,LAIRD LC-B Commercial
LCH,2,heli,HINDUSTAN LCH
LCR,1,ga,LAIRD LC-R Speedwing
LEG2,1,ga,LANCAIR Legacy
LEGD,1,ga,PERFORMANCE Legend
LEOP,2,narrowbody,CHICHESTER-MILES Leopard
LESP,1,ga,LANCAIR Lancair ES-P
LEVI,1,ga,TAPANEE Levitation 4
LGEZ,1,ga,RUTAN 61 Long-EZ
LGND,1,ga,AEROPILOT Legend
LH10,1,ga,LH AVIATION LH-10 Ellipse
LIBE,1,ga,LIBERTY (1) Bellaire
LION,1,ga,GRIFFON Lionheart
LJ23,2,narrowbody,LEAR JET 23
LJ24,2,narrowbody,LEAR JET 24
LJ25,2,narrowbody,LEAR JET 25
LJ28,2,narrowbody,GATES LEARJET 28
LJ31,2,narrowbody,LEARJET 31
LJ35,2,narrowbody,LEARJET 35
LJ40,2,narrowbody,LEARJET 40
LJ45,2,narrowbody,LEARJET 45
LJ55,2,narrowbody,LEARJET 55
LJ60,2,narrowbody,LEARJET 60
LJ70,2,narrowbody,LEARJET 70
LJ75,2,narrowbody,LEARJET 75
LJ85,2,narrowbody,LEARJET 85
LK17,1,ga,LAK LAK-17AT
LK19,1,ga,LAK LAK-19T
LK20,1,ga,LAK LAK-20M
LM5,1,ga,LOMBARDI LM-5 Aviastar
LM5X,1,ga,LIGHT MINIATURE LM-5 Super Cub
LM7,1,ga,LOMBARDI LM-7
LMK1,1,ga,CATA LMK-1 Oryx
LN27,1,ga,FALCOMPOSITE LN-27 Furio
LN3,1,ga,FLYGFABRIKEN LN-3 Seagull
LNC2,1,ga,LANCAIR Lancair 200
LNC4,1,ga,LANCAIR Lancair 4
LNCE,1,ga,LANCAIR Lancair ES
LNP4,1,ga,LANCAIR Lancair PropJet 4
LNT4,1,ga,LANCAIR Sentry 4T
LOCA,1,ga,AEROLAB LoCamp
LOVE,1,ga,LOVING-WAYNE WR-1 Love
LP1,1,ga,LOPRESTI LP-1 Fury
LR2T,1,heli,LOAD RANGER 2000
LS10,1,ga,DG FLUGZEUGBAU LS-10ST
LS2,1,ga,HAT LS-2
LS8,1,ga,ROLLADEN-SCHNEIDER LS-8T
LS9,1,ga,ROLLADEN-SCHNEIDER LS-9
LSTR,1,ga,CUSTOM FLIGHT Lite Star
LTNG,2,narrowbody,ENGLISH ELECTRIC Lightning
LUL5,1,ga,LUCAS L-5
LUL6,1,ga,LUCAS L-6
LUL7,1,ga,LUCAS L-7
LUL8,1,ga,LUCAS L-8
LV51,1,ga,LAVIASA LAV-51 Master
LW20,1,ga,HOWARD HUGHES Australian LightWing Speed SP-2000
LW40,1,ga,HOWARD HUGHES Australian LightWing Speed SP-4000
LWIN,1,ga,HOWARD HUGHES Australian LightWing   GR-912
LX32,1,ga,LILIENTHAL X-32 Bekas
LX34,1,ga,LILIENTHAL X-34 Bekas
LXR,1,ga,ELIXIR Elixir
LYNX,2,heli,LEONARDO AW-159 Wildcat
LYSA,1,ga,WESTLAND Lysander
M10,1,ga,MOONEY M-10 Cadet
M101,1,ga,MYASISHCHEV M-101 Expedition
M106,1,ga,LAMBERT M-106 Mission
M108,1,ga,LAMBERT M-108 Mission
M10F,1,ga,MOONEY M-10T
M10R,1,ga,MOONEY M-10J
M110,1,ga,MONOCOUPE 110 Special
M15,1,ga,PZL-MIELEC M-15 Belphegor
M17,1,ga,MYASISHCHEV M-17 Stratosfera
M18,1,ga,PZL-MIELEC M-18 Dromader
M18T,1,ga,PZL-MIELEC M-18 Turbine Dromader
M2,1,ga,KUBICEK M-2 Scout
M200,1,ga,MEYERS 200
M20P,1,ga,MOONEY M-20
M20T,1,ga,MOONEY M-20M Bravo
M21,1,ga,PZL-MIELEC M-21 Dromader Mini
M212,1,ga,LAMBERT M-212 Mission
M22,1,ga,MOONEY M-22 Mustang
M24,1,ga,PZL-MIELEC M-24 Dromader Super
M26,1,ga,PZL-MIELEC M-26 Iskierka
M28,2,regional,PZL-MIELEC M-28 Skytruck
M2HK,1,ga,MILES M-2 Hawk Major
M308,1,ga,MACCHI MB-308
M326,1,ga,AERMACCHI MB-326
M339,1,ga,AERMACCHI MB-339
M345,1,ga,SIAI-MARCHETTI M-345
M346,1,ga,AERMACCHI M-346 Master
M360,1,ga,AIRCRAFT TECHNOLOGIES Meyer-360
M36J,2,regional,MATRA M-360 Jupiter
M4,1,ga,MAULE M-4 Astro Rocket
M404,2,regional,MARTIN 404
M5,1,ga,MAULE M-5 Lunar Rocket
M55,2,narrowbody,MYASISHCHEV M-55 Geophysica
M6,1,ga,MAULE M-6 Super Rocket
M600,1,ga,PIPER PA-46-600TP M600
M7,1,ga,MAULE MX-7-180 Star Rocket
M700,1,ga,PA-46-701TP M700 Fury
M74,1,heli,TEXAS HELICOPTER M-74 Wasp
M7T,1,ga,MAULE MX-7-420 Star Craft
M8,1,ga,MAULE M-8
M9,1,ga,MAULE M-9
MA1,1,ga,EMAIR MA-1 Paymaster
MA5,1,ga,MARQUART MA-5 Charger
MA60,2,regional,XIAN MA-60
MA6H,2,regional,XIAN MA-60H
MAGC,1,ga,EAGLE AVIATION EA-100
MAGI,1,ga,MILES M-14 Magister
MAGN,1,ga,AVID Magnum
MAJR,1,ga,LUTON LA-5 Major
MAKO,1,ga,LANCAIR Mako
MAMB,1,ga,MELBOURNE MA-2 Mamba
MAME,1,ga,BLUE YONDER Merlin
MARS,4,quad,MARTIN 170 Mars
MAVR,1,ga,AEA Maverick
MC01,1,ga,MONTAER MC-01
MC10,2,regional,COLOMBAN MC-10 Cricri
MC23,2,narrowbody,IRKUT MC-21-300
MC45,1,ga,MEYERS MAC-145
MC90,1,ga,MONOCOUPE 90
MCOU,1,ga,CHRIS TENA Mini Coupe
MCOY,1,ga,MONTANA Coyote
MCR1,1,ga,DYN'AERO MCR-01
MCR4,1,ga,DYN'AERO MCR-4
MCRR,1,ga,DYN'AERO MCR-R180
MCUL,1,ga,KIMBALL McCullocoupe
MD11,3,widebody,MCDONNELL DOUGLAS MD-11
MD3,1,ga,DATWYLER MD-3 Swiss Trainer
MD3R,1,ga,FLYITALIA MD-3 Rider
MD52,1,heli,MCDONNELL DOUGLAS MD-520N
MD60,1,heli,MCDONNELL DOUGLAS MD-600N
MD81,2,narrowbody,MCDONNELL DOUGLAS MD-81
MD82,2,narrowbody,MCDONNELL DOUGLAS MD-82
MD83,2,narrowbody,MCDONNELL DOUGLAS MD-83
MD87,2,narrowbody,MCDONNELL DOUGLAS MD-87
MD88,2,narrowbody,MCDONNELL DOUGLAS MD-88
MD90,2,narrowbody,MCDONNELL DOUGLAS MD-90
ME08,1,ga,MESSERSCHMITT Bf-108 Taifun
ME09,1,ga,MESSERSCHMITT Bf-109
ME62,2,narrowbody,MESSERSCHMITT Me-262 Replica
MEAD,1,ga,MEAD Adventure
MEL2,1,ga,GARRISON Melmoth 2
MERK,2,regional,AVIATON Merkury
MESS,1,ga,MILES M-38 Messenger
METR,2,narrowbody,GLOSTER Meteor
MEXP,1,ga,MERLIN Explorer
MF10,1,ga,MALMO MFI-10 Vipan
MF17,1,ga,SAAB MFI-17 Supporter
MG15,1,ga,MIKOYAN MiG-15
MG17,1,ga,MIKOYAN MiG-17
MG19,2,narrowbody,MIKOYAN MiG-19
MG21,1,ga,MIKOYAN MiG-21
MG23,1,ga,MIKOYAN MiG-23
MG29,2,narrowbody,MIKOYAN MiG-29
MG31,2,narrowbody,MIKOYAN MiG-31
MG44,2,narrowbody,MIKOYAN MiG 1-44
MGAT,1,ga,MIKOYAN MiG-AT
MGIC,1,ga,KAISER Magic
MGNM,1,ga,AVIATION ENTERPRISES Magnum
MH20,2,heli,MITSUBISHI MH-2000
MH46,1,ga,AEROSETTE MH-46 Eclipse
MI10,2,heli,MIL Mi-10
MI14,2,heli,MIL Mi-14
MI2,2,heli,MIL Mi-2
MI24,2,heli,MIL Mi-24
MI26,2,heli,MIL Mi-26
MI28,2,heli,MIL Mi-28
MI34,1,heli,MIL Mi-34
MI38,2,heli,MIL Mi-38
MI4,1,heli,MIL Mi-4
MI6,2,heli,MIL Mi-6
MI8,2,heli,MIL Mi-8
MIDR,1,ga,ACBA Midour 2
MIMP,1,ga,AEROCAR Mini-Imp
MIMU,1,ga,MUSTANG MM-1 Midget Mustang
MIR2,1,ga,DASSAULT Mirage 2000
MIRA,1,ga,DASSAULT Mirage 5
MITE,1,ga,MOONEY M-18 Mite
MJ10,1,ga,JURCA MJ-10 Spit
MJ12,1,ga,JURCA MJ-12 P-40
MJ1H,1,ga,JURCA MJ-100 Spitfire Replica
MJ2,1,ga,JURCA MJ-2 Tempête
MJ3,1,ga,JURCA MJ-3 Dart
MJ4,1,ga,JURCA MJ-4 Shadow
MJ5,1,ga,JURCA MJ-5 Sirocco
MJ53,1,ga,JURCA MJ-53 Autan
MJ55,1,ga,JURCA MJ-55 Biso
MJ7,1,ga,JURCA MJ-7 Gnatsum
MJ77,1,ga,JURCA MJ-77 Gnatsum
MJ8,1,ga,JURCA MJ-8 1-Nine-0
MJ80,1,ga,JURCA MJ-80 Focke-Wulf Fw-190 Replica
MJ9,1,ga,JURCA MJ-9
MJ90,1,ga,JURCA MJ-90 Messerschmitt Bf-109 Replica
MLER,1,ga,ALANNE Moottori-Lerche
MM14,1,heli,MAGNI M-14 Scout
MM16,1,heli,MAGNI M-16 Tandem Trainer
MM19,1,heli,MAGNI M-19 Shark
MM21,1,heli,MAGNI M-21
MM22,1,heli,MAGNI M-22 Voyager
MM24,1,heli,MAGNI M-24 Orion
MMAC,1,ga,MCCARLEY Mini-Mac
MMAX,1,heli,MAD MAX AERO Mad Max
MMUT,1,ga,MARA WING L-1 Malamut
MNEX,1,ga,NORMAN Nordic 8 Mini Explorer
MOCU,1,ga,CULP MonoCulp
MOGO,1,ga,KINETIC Mountain Goat
MOL1,1,ga,MOLNIYA 1
MONA,1,ga,MILES M-17 Monarch
MONI,1,ga,MONNETT Moni
MOR2,1,ga,VARGA 2150 Kachina
MOSP,1,ga,MONG Sport
MOSQ,2,regional,DE HAVILLAND DH-98 Mosquito
MOTO,1,ga,HUMBERT Moto Du Ciel
MP02,1,ga,AERO-KROS MP-02 Czajka
MP20,1,ga,PLAN MP-205 Busard
MR25,1,ga,MURPHY SR-2500 Super Rebel
MR35,1,ga,MURPHY SR-3500 Moose
MR3T,1,ga,MURPHY SR-3500 T-Moose
MRAI,1,ga,MONNETT Monerai P
MRAM,1,ga,HARMON (1) 1-2 Mister America
MRF1,1,ga,DASSAULT Mirage F1
MRJ7,2,narrowbody,MITSUBISHI MRJ-70
MRJ9,2,narrowbody,MITSUBISHI MRJ-90
MRMD,1,ga,CZAW Mermaid
MRTN,1,ga,MIRAGE Marathon
MS1,1,ga,MYSKY MS-1
MS18,1,ga,SOCATA MS-200FG Morane
MS23,1,ga,MORANE-SAULNIER MS-230
MS25,1,ga,SOCATA MS-200RG Morane
MS30,1,ga,SOCATA MS-300 Epsilon 2
MS31,1,ga,MORANE-SAULNIER MS-315
MS73,1,ga,MORANE-SAULNIER MS-733 Alcyon
MS76,2,narrowbody,MORANE-SAULNIER MS-760 Paris
MSAI,1,ga,MORANE-SAULNIER AI
MSQ2,1,ga,BACKCOUNTRY Mackey SQ-2
MT,1,heli,ROTORSPORT MT-03
MU2,2,regional,MITSUBISHI MU-2
MU23,1,ga,AKAFLIEG MUNCHEN Mü-23 Saurier
MU30,2,narrowbody,MITSUBISHI MU-300 Diamond
MUS2,1,ga,BUSHBY M-2 Mustang 2
MVN1,1,ga,MVEN 1 Fermer
